source,country,search_word,createDate,language,text
Twitter,India,practo,2021-4-26,en,@saurabhsarkarss hi saurabh this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-26,en,@dkguptagr8 hi deepak we have shared the details with our team and they will get in touch with you soon
Twitter,India,practo,2021-4-26,en,one more pathetic service ive seen that is @practo my account is debited but this message arrives now when i tried calling this number they said the number is currently out of service wow what a service httpstcoyjldlgeyxw
Twitter,India,practo,2021-4-26,en,@practo  deepak here from one of the corporate admin team have out the query on website for one stop solution of consultation but unfortunately no revert  kindly contact for the same  deepak 7080202387
Twitter,India,practo,2021-4-26,en,@vivekanandahr transperancy from hospitals is very much required and moreover like practo medlife etc we should have complete online dashboard with list of hospitals in india
Twitter,India,practo,2021-4-26,en,@stuisomed han bhai practo pe jao🤧
Twitter,India,practo,2021-4-26,en,@sngupta hi shashank apologies for the inconvenience caused please dm us your registered contact details so that we can look into this asap thanks
Twitter,India,practo,2021-4-26,en,@yogitabajaj hi yogita apologies for the inconvenience caused due to the delay our team is looking into this issue and will update you shortly thanks
Twitter,India,practo,2021-4-26,en,@yogitabajaj hi thank you for sharing the details our team is working on this issue and will update soon thanks
Twitter,India,practo,2021-4-26,en,@absingh hi abhishek we understand that you are not happy with our service our team is working on this issue and will update you soon thanks
Twitter,India,practo,2021-4-26,en,@practo my covid test reports arent in after 4 days kindly initiate refund immediately the report is all but useless now
Twitter,India,practo,2021-4-26,en,indias most valued soonicorns  1 practo 2 bharat pe 3 eruditus 4 rebel foods 5 cure fit  source @bloombergquint   @practo @bharatpeindia @becurefit unicorns soon   #startups httpstcoy9nwefkbtm
Twitter,India,practo,2021-4-26,en,@anushrikejriwal practo has amazing doctors
Twitter,India,practo,2021-4-26,en,@anushrikejriwal you can check practo
Twitter,India,practo,2021-4-26,en,@practo i have dm plz get in touch its bit urgent
Twitter,India,practo,2021-4-26,en,@practo @practo please do not taste patience i cant sit on the chat for the whole day i have other thing to doplease ask your reps to be a little quick while assisting customers one message in 4050 min wont help please check with ms arti sharma where she is lost httpstco13ymb9dzge
Twitter,India,practo,2021-4-26,en,@angietribecca install practo app
Twitter,India,practo,2021-4-26,en,@angietribecca have you tried practo
Twitter,India,practo,2021-4-26,en,@practo thank you for your prompt response but i have consulted a clinic nearby as it was really urgent all i am looking now is complete refund of the amount paid @practo
Twitter,India,practo,2021-4-26,en,@yogitabajaj hi our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-26,en,@practo if you need to contact me then use my email id abesingh1@gmailcom
Twitter,India,practo,2021-4-26,en,@practo transaction was done using upi mobile number used for practo account was 8840669239 if i dont get my money back i am going to report this to @jagograhakjago  these fraud should stop
Twitter,India,practo,2021-4-26,en,i booked online consultation but @practo dont care about the patientsi have been charged appointment was scheduled for 1 pm and doctor didnt respondi have been waiting for doctor to respond since 45 min like a foolcustomer care also didnt respondpathetic service @practo
Twitter,India,practo,2021-4-26,en,@soumits12 2 please dm us your order id so that we can look into this issue thanks
Twitter,India,practo,2021-4-26,en,@soumits12 1 hi soumitra we understand that you are not happy with our service once the order is placed we check with the nearest partner pharmacy for availability in case the medicine is out of stock we immedicately refund the order amount and update the user
Twitter,India,practo,2021-4-26,en,@satyakr hi we are sorry to hear this please dm us your registered contact details so that we can get in touch thanks
Twitter,India,practo,2021-4-26,en,@jaiz30 hi jayanth we are sorry for this inconvenience please dm us your registered contact details so that we can get in touch thanks
Twitter,India,practo,2021-4-26,en,@sandeepssrin video by @dhruvrathee looks high signal for what all one needs combined with practo this could work  httpstcogpxyy6cahq
Twitter,India,practo,2021-4-26,en,don’t miss your dental appointment due to fear of covid19 we are taking all necessary precautions to ensure your safety  click here httpstcoidx6wfflrd  #dental #covid19 #wearmask  #socialdistancing #washyourhands #staysafe #dentist #mumbai #health #safety httpstcoyzzbrmp3nt
Twitter,India,practo,2021-4-26,en,@practo your app is a crap order taken and then refunded  why the hell u take order then if u have to cancel it  evolve
Twitter,India,practo,2021-4-26,en,@emosupportsutta @vernika03 download practo
Twitter,India,practo,2021-4-26,en,@practo medicines are still stuck in order on the app can you plz reply back
Twitter,India,practo,2021-4-26,en,this #movember we urge men to indulge in #healthtalks with india’s top doctors and avail special offers on health check ups and consultations in oncology sexology psychology and cardiology click here for more httpstco1fqounmiiy 👨 httpstcocd5n5a4ieg
Twitter,India,practo,2021-4-26,en,@practo  thanks for supporting #movember because #menshealthmatters for family and country  happy #mensday19nov httpstcoljawf0soa3
Twitter,India,practo,2021-4-26,en,@gargsahab7333 hi prithu this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-26,en,@pkchapparapu hi we are sorry for this inconvenience please dm us your registered contact details so that we can get in touch thanks
Twitter,India,practo,2021-4-26,en,@arjitakalra hi arjita this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-26,en,@practo i paid for your service now neither your app is working nor website  kindly refund the money if your system is as useless as you
Twitter,India,practo,2021-4-26,en,@practo when your services are 247  why can’t your support team available for 247 
Twitter,India,practo,2021-4-26,en,@vidushiee he will but consult a pulmonologist asap reach one on practo if cant get an appointment and start medication today only
Twitter,India,practo,2021-4-26,en,@practo hello this is to let you know that issue seems fixed as i booked a video consultation today and found no problems thanks
Twitter,India,practo,2021-4-26,en,@practo hello i am trying to cancel my consultation since last 2 hours almost but nobody is replying i am not satisfied with doctor please cancel my 1015 consultation name arjita kalra id kalraarjita90@gmailcom
Twitter,India,practo,2021-4-26,en,@aditiraval practo app is reliable
Twitter,India,practo,2021-4-26,en,practo is the closest to 1billion valuation among indian startups  but it’s not alone there are nearly threedozen more #startupstreet  httpstcoaxirem55bw
Twitter,India,practo,2021-4-26,en,@gursahi12366796 @arvindkejriwal @hemkuntfdn don’t worry brother try checking practo app if you can find any doctor other than that i hope and pray her covid report is negative are there any other symptoms throat issue cough fever etc
Twitter,India,practo,2021-4-26,en,@gursahi12366796 @arvindkejriwal @hemkuntfdn you can try the practo app very convenient can find some experienced doctors as well  she is a high risk patient please monitor oxygen fever heart rate regularly also regular fluids are important if oxygen falls try prone position breathing worked in my family httpstcofmwllakdfc
Twitter,India,practo,2021-4-25,en,no i do not want to download practo app😤😤 #practo
Twitter,India,practo,2021-4-25,en,@boundless212 hi amit thank you for sharing the details our team will get in touch you in the morning thanks
Twitter,India,practo,2021-4-25,en,@manassinha45 hi our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,hey is practo app legit i meam are doctors on that app good
Twitter,India,practo,2021-4-25,en,@sfactor5136 hi this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your order id or registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,check practo as wellthey are offering many options @rahulpandita httpstco1wwgapxsrt
Twitter,India,practo,2021-4-25,en,@vidushiee oh no thats a lot of damage and oxygen to 87 is definitely bad i suggest you to consult a pulmonologist right now no delay at all since its late in india and you cant visit someone maybe get a doctor on the call you could try practo as well
Twitter,India,practo,2021-4-25,en,what a shame in this covid 19 doctors are charging very high amount with thier patentions and their families  neither the #stategovernment looking it nor #centeralgoverment #yogiadityanath #arvindkejriwal for more information you can see the online apps like #practo
Twitter,India,practo,2021-4-25,en,@ashwinimstnie practo web is an online platform  u just need to book
Twitter,India,practo,2021-4-25,en,@practo pathetic service line   your app doesn’t support video calls and dr doesn’t respond on time    have a check on my account and reach out to me at the earliest 
Twitter,India,practo,2021-4-25,en,@officeofdkv @kavisammelan there are many doctors available at practo appits verified by medoctor respond quicklypeople treating themselves at home can use this app
Twitter,India,practo,2021-4-25,en,@practo her no’s working anyway sent you dm with 2 no’s  it’s really very bad that dr not responded and 2 days passed still you guys not able to refund money  just assurance like government system  pl do asap httpstcourwa6nwjs7
Twitter,India,practo,2021-4-25,en,@practo recieved call from practo team last 2 days they were misleaded me for the report now they are informing me for recollection of blood after struggling 2 days for blood report getting nothing pls refund #jagograhakjago  #jagoindiajago #consumerforum
Twitter,India,practo,2021-4-25,en,@simran57556158 hi simran we hope you have got in touch with a doctor in case you need to consult a doctor online please check this link httpstcoflp5ioqq4b thanks
Twitter,India,practo,2021-4-25,en,@chaosofcolours @ponnathpuraana try the practo app they have the online consultation option video chat messaging and all
Twitter,India,practo,2021-4-25,en,@pantshubhra get it on practo aap its done immediately
Twitter,India,practo,2021-4-25,en,@srijanpalsingh sir pls use pre established platforms like for online medical consultation esanjeevani govt platform practo private app based consultation  for communication telegram large scale audience whatsapp for micro level groups  team up with locally strong social groups
Twitter,India,practo,2021-4-25,en,@chaosofcolours 1 apollo has a good covid online consultation thing they will have pulmonologists for sure httpstcozcghagnxxa 2 practo is good for picking specialist doctors as well but i am seeing that its not being super helpful
Twitter,India,practo,2021-4-25,en,nevr believe on fake app @practo support is extremely poor see d time whn pinged amp whn reply came medicine delivery worse people wl die waiting fr medicine if ordered frm this app dnt go with practo rating in play store all paid promotions @bangaloremirror @bangalorepulse httpstcojpei52koih
Twitter,India,practo,2021-4-25,en,@practo shared
Twitter,India,practo,2021-4-25,en,@eaglewindow hi javed this really shouldnt happen please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@panikbatashe07 hi vidisha please dm us your concern and we will look into it thanks
Twitter,India,practo,2021-4-25,en,@boundless212 hi amit we tried calling the user but the number seems to be temporarily suspended please dm us an alternate number to get in touch thanks
Twitter,India,practo,2021-4-25,en,@guri28fdk hi gurpreet sorry that you feel this way please dm us your registered contact details so that we can get in touch with you regarding this thanks
Twitter,India,practo,2021-4-25,en,@impranav12 @practo practo sucks they have under qualified doctors who dont even know how to behave
Twitter,India,practo,2021-4-25,en,@singlesoul1 practo app
Twitter,India,practo,2021-4-25,en,@prabhash2020 @arvindkejriwal #delhi govt system has collapsed nothing happening try some private apps like practo
Twitter,India,practo,2021-4-25,en,@practo sent
Twitter,India,practo,2021-4-25,en,@haryaxpathak a doctor on practo prescribed cough syrup w tetrabutaline sulphate thats when all this started its impossible to find a good doctor for teleconsult when doctors like him make things work just praying and hoping for the best
Twitter,India,practo,2021-4-25,en,@practo hi team need your reply i have been trying to reach out to your team on app
Twitter,India,practo,2021-4-25,en,@practo theres seems issue with your app unable to make video consultation call tried with two doctors appointments no permissions are denied app uninstall reinstall done app not blocking in battery optimisation too can you please check
Twitter,India,practo,2021-4-25,en,@anilsharma07 @srinivasiyc sir take online prescription via practo @drarunkgupta pls help
Twitter,India,practo,2021-4-25,en,this is sunday now and still waiting for call never took any online consolation without knowing the doctor most of them are fake and money seekers @1mgofficial is worst use @practo  atleast they are giving you an option to select doctor wate of money with @1mgofficial httpstcowwgwpbbxk7 httpstcoo8xundngdh
Twitter,India,practo,2021-4-25,en,@prashan87578080 hi prashant this really shouldnt happen please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@practo mismatch in pricing qa ne theek se check nahi kya httpstcogpfuxvcaax
Twitter,India,practo,2021-4-25,en,@impranav12 hi pranav without your registered contact number we will not be able to investigate the issue hence requesting again to dm us the details
Twitter,India,practo,2021-4-25,en,@practo boss i’m so done with your standard replies find something better for me
Twitter,India,practo,2021-4-25,en,@impranav12 hi pranav this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,the issue is that india does not have a healthcare unicorn yet   leaving innovaccer out as it does impact healthcare in india like practodocsapp etc  httpstco70jmbuhsav
Twitter,India,practo,2021-4-25,en,india’s next 35 unicorns may include practo bharatpe eruditus vedantu httpstcov9wvyyhxlo
Twitter,India,practo,2021-4-25,en,@amitdwivedi1008 download practo app
Twitter,India,practo,2021-4-25,en,the last time i heard this reason was from my girlfriend from 10th standard  shit man @practo  when will you solve for supply related quality httpstco0q6wxsmjgg
Twitter,India,practo,2021-4-25,en,@practo  is this guy even a doctor i’m down battling covid19 experiencing some serious issues amp thought i must consult a doctor on next steps booked paid and then this is what i get looks like a medicine shop support guy experienced the same last year pls stop this game httpstcotzzd6w3peq
Twitter,India,practo,2021-4-25,en,@itssynecdoche @aparna i tried all numbers between the 1012pm slot switched off or didn’t respond my parents came  this morning eventually got practo and nano health to do consultations online
Twitter,India,practo,2021-4-25,en,@mujesakshimaano @abhishekvijaya7 @advaidism @practo lol i usually dont go through the profile and their tweets it amounts to stalking p so i continued you will be surprised there are many genuine ppl who defend this govts decision
Twitter,India,practo,2021-4-25,en,those who are finding difficulty to find a doctor to consult about covid you can check out this option in practo app i just saw it httpstco9mlx2byhio
Twitter,India,practo,2021-4-25,en,@practo not sure how can an ophthalmologist have so much of rush its a classic case of negligence in just want my money back
Twitter,India,practo,2021-4-25,en,@practo it has been one hour and nobody is responding httpstco3wxnnbithd
Twitter,India,practo,2021-4-25,en,@practo i still don’t have a response not even from your customer care
Twitter,India,practo,2021-4-25,en,@salmans54432413 hi salman our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@practo hello team after 2days today your team is processing the sample how you can ensure the accuracy of test report ideally it should be done within 24hours only
Twitter,India,practo,2021-4-25,en,@practo i have msgd you my details please respond asap this is urgent your customer care and doctor is not responding i have tested positive for covid
Twitter,India,practo,2021-4-25,en,@chadhadipanshu hi dipanshu our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@chadhadipanshu hi dipanshu this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@rohit80402249 hi rohit our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@rajat7507 hi rajat our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@vijaynaiduw @askpracto hi vijay this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@naijeevchandran hi neijeev our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer our team will check this issue asap and update you thanks
Twitter,India,practo,2021-4-25,en,@practo worst customer support doctor not replying even after one hour so do customer care
Twitter,India,practo,2021-4-25,en,@practo the doctor is not responding your help desk is not responding your number is unavailable
Twitter,India,practo,2021-4-25,en,@practo i am going to report the fraud the practo is running in this situation too
Twitter,India,practo,2021-4-25,en,@practo you are minting money from people in this situation of crisis someone’s reports are positive and they immediate consultation and you’re not responding despite the payment has been made
Twitter,India,practo,2021-4-25,en,@practo i will have to report practo to national consumer forum i have been charged for consultation and have been tested positive for covid 19 but the doctor is not responding to my reports despite having received and delivered the reports
Twitter,India,practo,2021-4-25,en,@practo  y u people keep fooling and normal people i had consultation today and doctor is not httpstco14asbsedbr this critical h u keep such s doctor
Twitter,India,practo,2021-4-25,en,@practo doctor is not responding since last 1 hr of appointment atleast refund my money back
Twitter,India,practo,2021-4-25,en,@askpracto @practo looks like your doctor is busy now and does not care for the appointment time pls arrange a refund immediately and confirm so that i can delete the app and share this experience feedback to all on public forums
Twitter,India,practo,2021-4-25,en,@practo @askpracto the doctor never responded to me asked me to reschedule and you closed the consultation what the hell i was never consulted at all  and no customer service response pathetic
Twitter,India,practo,2021-4-25,en,@practo my online video consultation doctor never responded and i have no clue on what happens next refund or reschedule wish ur applications are more user friendly my registered no is 8779999249
Twitter,India,practo,2021-4-25,en,@docsappin trying to get consultation from doctor since morning already paid and now even docsapp customer care is not receiving calls for support better to use @practo
Twitter,India,practo,2021-4-25,en,dear government please align with #practo for a few weeks and arrange for free teleconsulting loop in medical colleges as well plsensure the protocols too🙏 but help @dmgbnagar @narendramodi @myogiadityanath @jaavedjaaferi @kanoongopriyank @pjp2013 @iamkavitak @rajamenon
Twitter,India,practo,2021-4-25,en,@narendramodiin thats called practo app why is modi taking credit btw they charge money for that
Twitter,India,practo,2021-4-25,en,@tweetabhigupta hi abhishek apologies for the inconvenience caused our team will check this issue asap and update you thanks
Twitter,India,practo,2021-4-25,en,@arpitsingh19 hi arpit apologies for the inconvenience caused our team will check this issue asap and update you thanks
Twitter,India,practo,2021-4-25,en,@glowingtruth hi apologies for the inconvenience caused our team will check this issue asap and update you thanks
Twitter,India,practo,2021-4-25,en,@practo @shashanknd i have placed an order on 24 march i received 2 qty instead of 4 i have contacted ur cs atleast 6 times but still no resolution you just lost a loyal customer to @1mgofficial httpstcoe0ztrl8ocb
Twitter,India,practo,2021-4-25,en,@navdhad hey nd practo hasn’t been bad for online consultancy give that a shot if you have not already
Twitter,India,practo,2021-4-25,en,@navdhad @b50 check practo
Twitter,India,practo,2021-4-25,en,@kpllokesh pondicherry is not in antartica try practo u can get good neuro specialist through video call 😂
Twitter,India,practo,2021-4-25,en,@lifemywayin go through practo
Twitter,India,practo,2021-4-25,en,@practo can you please respond #pathetic #customerservice #please #help
Twitter,India,practo,2021-4-25,en,@practo booked a lab test for my brother home collection scheduled at 25th april between 900 am to 1000 am but no phlebo came to pick samples also there is no way we can reach out to you please share contact details of agent immediately booking id pra183064 pra183236
Twitter,India,practo,2021-4-25,en,i have given my blood sample to #practo 2 days before still not get the result booking idpra181901 either give report or refund the money back #shashanknd
Twitter,India,practo,2021-4-25,en,@practo later doct has calledĺ
Twitter,India,practo,2021-4-25,en,@asthakohli hi astha our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can look into this issue thanks
Twitter,India,practo,2021-4-25,en,@singhkaram0 hi karamjyot our doctors are facing an unprecedented surge in online consultation requests right now were working hard with them to ensure that patient care does not suffer please dm us your registered contact details so that we can look into this issue thanks
Twitter,India,practo,2021-4-25,en,@singhkaram0 hi karamjyot this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-25,en,@priyank14291351 hi priyanka this is not the experience that we would like you to have we have made a note of the feedback and will ensure that this doesnt happen again once again we are sorry for the trouble caused hope you give us another chance to serve you again thanks
Twitter,India,practo,2021-4-25,en,@lokeshms2 @maschender @kfc learn something from @practo  offering discounts on international mens day nov 192020
Twitter,India,practo,2021-4-24,en,@gameboy2901 @abhishekvijaya7 @advaidism you did waste a lot of time on a basic troll who created a twitter profile just to troll @practo    hilariously even after holding so much grudge against practo he hasnt ended association with them😭  and that mba claim is as good as ma in entire political science
Twitter,India,practo,2021-4-24,en,practo doctor does not respond muchwife is scaredshe wants to talk to any doctor any doctor who can talk to her now 
Twitter,India,practo,2021-4-24,en,@practo you people are really failed to fulfill your commitment httpstco6yvfplgvr8 httpstcojtxabpirxy
Twitter,India,practo,2021-4-24,en,@practo  doctor connected second tym but no response httpstcov1z7esot0o
Twitter,India,practo,2021-4-24,en,@shikhababu for now i have advised her to consult doctor on practo app i dont know why i did not realized earlieras she is my best friend i became nervous too after hearing the condition
Twitter,India,practo,2021-4-24,en,@practo @practo seems forgot to check dm on this 🙄🤔
Twitter,India,practo,2021-4-24,en,@practo  i purchased practo plus membership doctors are not responding back on tym just want to say pathetic service even no customer care available see attached snapshots one doctor say will call in the morning and second is not giving any responsibility httpstcobtm49lmb0b
Twitter,India,practo,2021-4-24,en,@srishtea @nsfidai try practo online televideo consultation
Twitter,India,practo,2021-4-24,en,@srishtea @camehtaravi try practo
Twitter,India,practo,2021-4-24,en,@vijaymundhra07 check practo they have options for online sessions as well
Twitter,India,practo,2021-4-24,en,@ramyahariharan4 did you try in practo app you will get specialist near to your place dont know whether below specialist available now you can still try httpstcorgmuicsvwe
Twitter,India,practo,2021-4-24,en,@soumikk1 @getsimpl @practo @1mgofficial @netmeds coming soon  ✨
Twitter,India,practo,2021-4-24,en,@practo 920178 was the order id i had shared that atleast thrice@shashanknd @dghosh22 @mailviveksin
Twitter,India,practo,2021-4-24,en,@adisingh18 @sandygrains dr ayusmati thakur from kolkata on practo is the best that there is she is very professional and knowledgeable and compassionate
Twitter,India,practo,2021-4-24,en,@practo @practo i had to cancel my booking because of such inconvenienceyour employees and higher management are busy with weekend hence proceeding with @drlalpath i would suggest you to not put up clinical tests if you dont have proper vendors to run them
Twitter,India,practo,2021-4-24,en,@pharmeasyapp @practo this is the last time i am trusting you @pharmeasyapp  i have membership as well so deliver this time on the deadline 25th april 2021 httpstcozkq67ntcnt
Twitter,India,practo,2021-4-24,en,@sidshukla1 practo app
Twitter,India,practo,2021-4-24,en,@philososuf @satwikruma @soutikbbc practo 1mgnetmeds etc
Twitter,India,practo,2021-4-24,en,@sidshukla1 try mfine vivek or even practo
Twitter,India,practo,2021-4-24,en,@practo check dm
Twitter,India,practo,2021-4-24,en,@apolitical001 @desimojito @moronhumor use practo app
Twitter,India,practo,2021-4-24,en,@apolitical001 @desimojito @moronhumor try practo on app or website
Twitter,India,practo,2021-4-24,en,@boundless212 hi this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-24,en,@practo booked 2 appointments today for covid patient but both dr not joined call  on personal call dr said not taking appoint via practo  no process to refund and very irresponsible behaviour by practo  fake app @mohfwindia @pmoindia @piyushgoyaloffc
Twitter,India,practo,2021-4-24,en,@avanti4ever hi avanti this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-24,en,@razorvinnie hi this is not the experience that we would like you to have we are sorry for this inconvenience please dm us your registered contact details so that we can check this issue and update you thanks
Twitter,India,practo,2021-4-24,en,@practo since morning i am waiting no one has reached yet please process the order as i have uploaded prescriptions as well bit it hasn’t processed since morning can’t wait for long otherwise i would have to cancel the order due to this kind of pathetic service
Twitter,India,practo,2021-4-24,en,@openmindslaac hi thank you for reaching out we would like some more details regarding this concern please dm us your registered contact details so that we can get in touch thanks
Twitter,India,practo,2021-4-24,en,@godsofindia hi thank you for reaching out our team will get in touch with you and address this concern thanks
Twitter,India,practo,2021-4-24,en,#practo the online consultation of the doctor is not that cheap charging 1500rs and not even educating the patient it’s sad
Twitter,India,practo,2021-4-24,en,consutled general physicians on #practo as i had few symptoms of #covid19 it took little time to connect however doctor took only 3mins to hear me and said i’m prescribing medicines without explaining the medicines and educating about precautions
Twitter,India,practo,2021-4-24,en,@practo need my money back practo extremely poor service with neither docs not responding nor support responding #badservice
Twitter,India,practo,2021-4-24,en,@practo i have sent you details but i want you to stop monetising the current situation on the name of your video or online consult
Twitter,India,practo,2021-4-24,en,@practo my order no is #925951 it’s taking too long to get verified kindly verify it
Twitter,India,practo,2021-4-24,en,@nansense @yovjakie please use practo or docsapp
Twitter,India,practo,2021-4-24,en,@misssingh04 dont self medicate anxiety has other symptoms too observe carefully and consult a doctor you can opt for online consultation on verified portals like practo stay safe and happy
Twitter,India,practo,2021-4-24,en,@vikas543 hi vikas we have the update that reports have been shared once again apologies for the trouble caused please dm us if you need anything thanks
